"CompanyName_E","Region_Name_E","Circle_Name_E","Division_Name_E","DC_Name_E","Region_Name_E-2","gis_feeder_id","description_of_work","tkc_apply_date","pma_apply_date","dgm_apply_date","je_apply_date","gm_apply_date","gm_cert_apply_date"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","252956","lt survey mandir wali","2026-03-19","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241849","CABLE AUGUMENTATION 4544410205 SABJI MANDI","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241893","CABLE AUGUMENTATION 274 BADRI DHOLPUR","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241804","CABLE AUGUMENTATION 4544410014 BUS STAND 2","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","243659","CABLE AUGUMENTATION JANPAD KE SAMNE","2026-03-19","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241828","CABLE AUGUMENTATION 4544410208 NAGAR PALIKA SCHOOL","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","242380","cable augumentation 378 dhurv wala bhadugaon","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241827","CABLE AUGUMENTATION 4544410009 SHANKAR MANDIR","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241862","CABLE AUGUMENTATION 4544410374 PATEL COLONY","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-06","2025-11-06"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","254231","RELWA LT AUG TIRAHE WALA","2026-03-18","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","265797","LT augmentation work colony main harda road balag","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","243926","cable augumentation amrtikunj colony 2","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","246174","CABLE AUGUMENTATION GOLU CHAKKI SOHAGPUR","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241817","CABLE AUGUMENTATION 4544410206 AMRITKUNJ COLONY","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","255104","AJNAS RAIYAT LT CABLE AUG RELWA ROAD WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","267734","Conversion of LT Line : BHONKHEDI LT AUG STAND WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","269555","Conversion of LT Line : GHODAKUND LT CABLE AUG LATHI KE GHAR KE PASS","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","262735","LT line augmentation mandir pass neelgad","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","246176","CABLE AUGUMENTATION SCHOOL WALA SOHAGPUR","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","246178","CABLE AUGUMENTATION DEVLALA WALA MANIYA KHEDI","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","268254","Conversion of LT Line : BHONKHEDI LT CABLE AUG GAON WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","247729","Cable augmentation bageche wala lahadpur","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241871","CABLE AUGUMENTATION 4544410271 GOYA SAMRDHA","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","246598","Cable augmentation samradha choki","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","263167","JIJGAONKALA LT CABLE AUG GAON WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","265414","MANJHLI LT CABLE AUG MANDIR WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","241535","RELWA LT AUG CABLE GAON WALA DTR","2026-03-18","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","246179","CABLE AUGUMENTATION NAVNEET WALA MANIYA KHEDI","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","266944","Conversion of LT Line : ABGAONKHURD LT CABLE AUG BADI WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","248858","CABLE AUGUMENTAION BELDAR MOHALLA CHHIDGAON","2026-03-19","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","262646","DAGAWANEEMA LT CABLE AUG AMRAI WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","262639","DAGAWANEEMA LT CABLE AUG GAON WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","248882","CABLE AUGUMENTATION NAHAR PIPLYA MAFI","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","249244","Cable augmentation Joshi colony","2026-03-19","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","267598","Conversion of LT Line : ABGAONKHURD LT CABLE AUG WATER TANK WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","262793","cable agumentation jugal wala pokharni","2025-07-15","2025-07-16","2025-11-03","2025-09-24","2025-11-04","2025-11-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","248876","CABLE AUGUMENTATION OMP[RAKAS WALA PIPLYA MAFI","2026-03-19","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","262791","cable agumentation bhim wala 2 wala pokharni","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","262789","cable agumentation bhim wala pokharni","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","264142","BAGROOL LT CABLE AUG MANOHAR SINGH WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","264140","BAGROOL LT CABLE AUG HOLI TEK WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","264076","KOLIPURA LT AUG MALU WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","264112","KUSIYA LT CABLE AUG SCHOOL WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","248978","BHADUGAON LT AUG MOHAN PATEL WALA DTR","2026-03-18","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","267295","Conversion of LT Line : CHOTI HARDA LT CABLE AUG GAON WALA 63 KVA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","264057","KOLIPURA LT AUG GOURISHANKAR WALA","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","255041","HANDIYA LT CABLE AUG RIDHESWAR MANDIR WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","254790","HANDIYA LT CABLE AUG SABJI MANDI WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","255045","HANDIYA LT CABLE AUG NEAR SUBSTATION WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","267157","Conversion of LT Line : CHOTI HARDA LT CABLE AUG CHOUK WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","256167","HANDIYA LT CABLE AUG BUS STAND WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","254774","HANDIYA LT CABLE AUG AAM WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","256182","HANDIYA LT CABLE AUG MANGROOL STAND WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","266197","Conversion of LT Line : BHIMPURA LT CABLE AUG GAON WALA DTR","2026-03-19","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","241924","Lt cable work bus stand kartana 100 kva","2026-03-18","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","242339","Bhagwat wala 25kva str kartana","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","262978","lt augu ramadhar wala nayagaon","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","261952","LT SURVEY gambhir wala gadadi","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","252208","Bare low cable to high cable dhankar 63 kva","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","252355","Bare low cable to high cable 63 kva gaon wala deep","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","242318","Lt cable aug timarni road 25kva bhagwat","2026-03-18","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","243019","lt cable aug work ramdev baba wala 25kva kartana","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","242316","Lt cable Aug gopal wali 25 kva","2026-03-18","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","243262","Bhujram wala dtr cable Aug work kartana","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","261917","LT CABLE WORK SUHAG KATHDI","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","261925","lt survey raju wala kathdi","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","253946","Survay for New LT line 63 kva stop dam wala","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254014","Low cable to high cable 63kva gaon wala rehtakalan","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","243408","additional 63 kva dholpur village","2026-03-19","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","262084","Champa lalu wala Lt Survey kathdi","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","261945","lt survey mukesh wala gadadi","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254525","cable aug. low to high cable 63 kva KANYA ASRAM WA","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","255022","3 no dtr lt survey bajania ,jagdish sunil santosh","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254847","Cable aug.low to high 100kva gaon wala rampura","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","243466","nousar purani pani ki tanki new cable work","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","261891","LT survey gadrapur hariom wala dtr","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254978","Bare conductor to ab cable 100kva haldul baba wala","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","254766","lt cable survey 100 kva village wala bichhapur","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254531","cable aug. low to high cable 100 kva gaon wala ji","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","262600","lt augu gadrapur last wala","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","261897","lt survey dashrath wala shankar gad","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","261893","manoj wali LT SURVEY GADRAPUR","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","255178","Survey for New LT line 100kva kamal rathi wala","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","255558","Bare conductor to ab cable 25kva sitaram wala","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","244299","LT CABLE SURVEY TANKI CHIPANER","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","255337","Cable aug.low to high 100kva dariagir baba wala","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","264053","DEVTALAV LT CABLE AUT GAON WALA WALA DTR","2026-03-19","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","243528","LT cable work village raibor","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","243649","new lt cable work village bhagwad","2025-07-15","2025-07-16","2025-11-06","2025-11-05","2025-11-06","2025-11-06"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","255231","Bare conductor to ab cable 25kva hanuman mandir wa","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","252907","LT CABLE SURVEY KUNWARSINGH BHAVRAS","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","252915","LT CABLE SUVEY BANSHI WALI BHAVRAS VILLAGE","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
