"CompanyName_E","Region_Name_E","Circle_Name_E","Division_Name_E","DC_Name_E","Region_Name_E-2","gis_feeder_id","description_of_work","tkc_apply_date","pma_apply_date","dgm_apply_date","je_apply_date","gm_apply_date","gm_cert_apply_date"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","257658","NEW ADDI NAVEEN BASTI NEEMSARAI ROAD 63 KVA","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","257553","LT cable Augmentation gram panchayat 2 25kva 0384","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","257556","LT Cable Augmentation ramgopal ke ghr 25 kva 0382","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","66625","NEEMSARAI ROAD MUHAL 100 KVA DTR","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","66746","NEW ADDI LODHIYAKHEDI ROAD CHOUKDI 63 KVA DTR","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","257508","LT Augmentation gram panchayat 1 wala 25 kva 0383","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","249232","100 KVA PRADEEP WALA JHADWIDA ADDITIONAL","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","64517","nirbhaya singh patwari ji khle 63 dtr","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","246841","NEW ADDI ADIWASHI MOHLLA 63 KVA CHOUKDI","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","254874","LT Cable Augmentation Champu Wala 0398","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","253234","LT Cable Augmentation Sobhagya yojna wala 0676","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","66762","NEW ADDI SUBHASH VISHNOI WALA SARANGPUR 63 KVA DTR","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","253237","LT Cable Augmentation Shyam ke ghar wala 0387","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","260178","LT Cable Augmentation Kailash vishoi ke ghar 0682","2025-05-17","2025-05-18","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","252487","100 KVA KRISHNA SETH WALA UMARDHA ADD.","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","249717","100 KVA RAJESH CHOUHAN WALA NAJARPURA ADDITIONAL","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","201002","ADDITIONAL 100KVA KD WALA JHADTALAI","2025-06-02","2025-06-06","2025-12-06","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","201006","ADDITIONAL 100KVA JAINARYAN WALA JHADTALI","2025-06-02","2025-06-06","2025-12-06","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","68743","ADDITIONAL 100KVA SONI WALA BHADUGAON","2025-06-02","2025-06-06","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","201050","ADDITIONAL 100KVA BHIM WALA POKHARNI","2025-06-02","2025-06-06","2025-12-05","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","201037","ADDITIONAL 100KVA SATISH WALA POKHARNI","2025-06-02","2025-06-06","2025-12-05","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","200962","ADDITIONAL 100KVA MATA MANDIR POKHARNI","2025-06-02","2025-06-06","2025-12-06","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243461","additional dtr masjid wala 200 kva","2025-07-15","2025-07-16","2025-11-10","2025-09-24","2025-11-13","2025-11-13"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","242489","Additional dtr at amardas ke pass kukrawad colony","2025-09-06","2025-09-07","2025-11-10","2025-09-23","2025-11-13","2025-11-13"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243183","Additional ramnath sarpanch wala 63 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243451","Additional Ashish kushwah khet wala 63 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","244001","additional dtr Balakdas kotvar wala 63 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","241888","Additional dtr mali wala100 kva","2026-03-19","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243229","Additional Mukesh gangrade wala 63 kva","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Toomen DC","Gwalior","204510","33/11 kv masidpur S/S","2026-02-28","2026-02-28","2026-03-24","2026-02-02","2026-04-23","2026-04-23"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","278366","11 KV CONVERSION OF 70755-JALODA","2025-05-02","2025-05-02","2025-12-05","2025-05-03","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","263478","SEPRATE AG 63KVA 1 NO. PIPLYA","2025-06-02","2025-06-06","2025-12-05","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241875","CABLE AUGUMENTATION 4544410193 THAKUR BERAKHEDI","2025-06-02","2025-06-06","2025-12-05","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","255174","Bare conductor to ab cable 200 kva meghnath chowk","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","64150","SEPRATE 63KVA MARGHATA WALA TIMARNI","2025-06-02","2025-06-06","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","260706","LT Cable Augmentation Bhagwat ke ghar wala 0377","2025-05-17","2025-05-18","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","253241","LT Cable Augmentation Atma ram ghar wala 0390","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","265868","Conversion of LT Line : GOLA LT CABLE AUG GAON WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","242768","additional dtr rathiya wala 63 kva","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","266153","Additional DTR at Kailash Dhakad ke pass sirkamba","2026-03-20","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","265865","Conversion of LT Line : GOLA LT CABLE AUG HARIJAN BASTI WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","256132","LT line augmentation badi sukhras","2025-05-17","2025-05-17","2025-12-08","2025-09-23","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243150","Additional pankaj khodre wala 63 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","264702","Conversion of LT Line : BARE CONDUCTER TO CABLE KHATMAKHEDA GAON WALA","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","242375","cable augumentation 287 narmada bhadugaon","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","266225","Conversion of LT Line : MALPONE LT CABLE AUG NALE WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","266095","LT augmentation work sirkamba","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","246181","CABLE AUGUMENTATION CHAKKI WALA MANIYA KHEDI","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","244091","Additional anokhilal sutar wala 63kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","258018","Additional dtr sukku Wala 63kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","212674","JUGARIYA ADDISTIONAL DTR VIMAL SIROHI","2025-05-17","2025-05-17","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","265341","Conversion of LT Line : JUGARIYA LT CABLE AUGMENTATION","2025-05-17","2025-05-17","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","265542","GAJAKHEDI LT CABLE AUG GAON WALA DTR","2025-05-17","2025-05-17","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","265549","KHEDINEEMA LT CABLE AUG MAHENDRA WALA DTR","2025-05-17","2025-05-17","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","270000","Conversion of LT Line : BAMNAI LT CABLE AUG GAMBHIR DUDU WALA DTR","2025-05-17","2025-05-17","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","270032","Conversion of LT Line : AJANAI LT CABLE AUG GAON WALA DTR","2025-05-17","2025-05-17","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","66618","VIJAY SINGH PATEL KE SAMNE MUHAL 63 KVA DTR","2025-05-18","2025-06-06","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","64287","ADDISTIONAL DTR RADHESHYAM KEER","2025-05-17","2025-05-17","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","232268","Additional 63 kva, shakti mohalla gondagaon","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","251187","Bare conductor to ab cable 25kva patel baba wala","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","68580","additional golu wala sohagpur","2025-06-02","2025-06-06","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","252012","Bare conductor to ab cable 63 kva panchayat wala","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","252459","Bare low cable to high cable 63kva somani ji wala","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","243492","additional dtr nousar agrawal wale se","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","291915","Additional Praveen bhayre wala 63 kva","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","264071","KOLIPURA LT AUG MALI WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Shivpuri","O&M Division Pichhore","Khaniyadhana (U)DC","Gwalior","226280","Feeder Sepration : Feeder sepration of 11kv Baghari Pump","2025-11-19","2025-11-19","2025-12-18","2025-12-17","2025-12-24","2025-12-24"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Shivpuri","O&M Division Pichhore","Khaniyadhana (R) DC","Gwalior","226002","Feeder Sepration : Feeder sepration 11kv Baghari Awadi Feeder","2025-06-25","2025-06-25","2025-12-19","2025-07-23","2025-12-24","2025-12-24"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Guna","O&M Division Guna","Bamori DC","Gwalior","49015","33 KV NEW SS 33 KV LINE 11 KV LINE","2025-12-23","2026-03-24","2026-04-11","2026-01-03","2026-04-15","2026-04-16"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Bhind","O&M Division Lahar","Ashwar DC","Gwalior","47920","33 kv new barua ss 33 kv line 11 kv line","2025-09-30","2025-09-30","2025-09-30",NULL,"2025-09-30","2025-09-30"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","265626","25 KVA COLONY WALA SIRKAMBA CABLE AUG.","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","68599","additional syam wala dhoplur","2025-07-15","2025-07-15","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","257566","100 KVA BANK VALA DLF TEMAGAON CABLE AUG.","2025-09-06","2025-09-07",NULL,"2026-03-12",NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","221834","INTERCONNECTION BETWEEN RAJRAJESWARI AND CHHIDGAON","2025-09-06","2025-09-07","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","275586","interconnection beetween pokharni and chipaner","2025-09-06","2025-09-07","2025-11-03","2025-09-24","2025-11-04","2025-11-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","264939","25 KVA ANGANWADI WALA CABLE AUG.","2025-09-06","2025-09-07",NULL,"2026-03-12",NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254290","Bare conductor replace by Ab cable 200 kva babdi w","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254304","cable aug. low to high cable 16 kva parasram wala","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","253969","Bare conducter to ab cable 63 kva naharjangal","2025-07-15","2025-07-16","2025-11-06","2025-09-24","2025-11-06","2025-11-06"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","257690","Bare conductor replace by Ab cable 16 kva bus amas","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","262751","Conversion of LT Line : 25 KVA COLONY WALA NANDWA CABLE AUG.","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","263808","Conversion of LT Line : 25 KVA CHHIDGAON COLONY WALA CABLE AUG","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","253574","100 KVA RADHESHYAM PATEL ADDITIONAL","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","278707","100 KVA TOWER WALA PADWA ADDITIONAL","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","256246","100 NADWA GAON WALA ADDITIONAL","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","251989","200 KVA SALAK WALA ADDITIONAL","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","68746","ADDITIONAL 100KVA DANA WALA BHADUGAON","2025-09-06","2025-09-07","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","228550","REV. CHARUWA 2 TO SOMGAON SUBSTATION BIFURCATION","2025-02-28","2025-02-28","2025-03-02",NULL,"2025-03-04","2025-03-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","63918","11KV BIFERGATION DHANGAON FEEDER","2025-02-28","2025-02-28","2025-03-02","2025-09-24","2025-03-04","2025-03-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","63922","11KV BIFERGATION SEMLYA DL FEEDER","2025-02-28","2025-02-28","2025-03-02","2025-09-24","2025-03-04","2025-03-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","203735","SOMGAON TO TINSAR","2025-02-28","2025-02-28","2025-03-02",NULL,"2025-03-04","2025-03-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","235733","interconnection of jijgon to nakwada","2025-02-28","2025-02-28","2025-03-02","2025-09-23","2025-03-04","2025-03-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","211909","LT PARDIDANA RAKTIYA","2025-05-17","2025-05-17",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","260701","LT Cable Augmentation Dharmendra ke ghar 0379","2025-05-17","2025-05-18","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","265720","LT augmentation work Bhatparetiya colony","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","242741","additional dtr shankar marchhale wala 100 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243300","Additional bajrang mandir wala 63 kva","2025-06-02","2025-06-06","2025-12-03","2025-08-21","2025-12-10","2025-12-10"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Sheopur","O&M Division Sheopur South","Baroda DC","Gwalior","228803","11 kv utanwad abadi with DTR LT line","2025-11-24","2025-11-24","2025-12-09","2025-11-30","2025-12-10","2025-12-11"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","266983","Conversion of LT Line : LT Cable Augmentation Muhal kala 6 No DTR","2025-05-17","2025-05-18","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","227288","63kva additional dtr tvs shoroum ke paa","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","231775","Add 63 kva,billod,adiwasi mo, tap:-harijan wale se","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Datia","O&M Division Seondha","Salon DC","Gwalior","47788","33KV TEDOT SS 33KV LINE 11KV LINE","2025-04-07","2025-04-07","2025-04-07",NULL,"2025-04-07","2025-04-07"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Bhind","O&M Division Lahar","Alampur DC","Gwalior","47360","NEW RATANPURA SS 33 KV ALAMPURA LINE 11 KV LINE","2025-10-09","2025-10-09","2025-10-09",NULL,"2025-10-09","2025-10-09"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Guna","O&M Division Guna","Guna Rural DC","Gwalior","48396","New sub station","2025-01-30","2025-03-28","2025-03-28",NULL,"2025-03-28","2025-03-29"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Guna","O&M Division Raghogarh","Ruthyai DC","Gwalior","48245","33/11 KV NEW Sub Station","2025-11-12","2026-03-24","2026-04-11","2026-01-03","2026-04-15","2026-04-16"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Eshagarh DC","Gwalior","222211","Feeder Sepration : Re-serve FS 11 kv Parsol pump fedeer","2026-02-11","2026-02-13","2026-02-24","2026-02-16","2026-02-24","2026-02-24"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","241684","Additional Ashish kushwah wala 63 kva","2026-03-19","2026-03-19",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Eshagarh DC","Gwalior","241705","Feeder Sepration : Re-serve FS 11 kv chikri mix fedeer","2025-09-02","2025-09-02","2026-02-14","2026-02-14","2026-02-24","2026-02-24"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","263038","CHOUKI LT CABLE AUG SCHOOL WALA","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","253012","Bare low cable to high cable 200kva lohar wala maa","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","214206","NEW ADDI MUKESH SETH WALA 63 KVA","2026-02-19","2026-03-05",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","262151","Radha kishan mandir wala kathdi Lt survey","2026-02-19","2026-03-05",NULL,"2026-03-18",NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","267241","Conversion of LT Line : CHOTI HARDA LT CABLE AUG MANDIR WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
